PID,Product Name,Packet Size,PackSize
2937,SAMOSA CHUTNEY - MTH 370G. X 6,MOTHERS - CHUTNEY,6
2939,TAMARIND DATE CHUTNEY - MTH 380G. X 6,MOTHERS - CHUTNEY,6
2940,CORRIANDER CHUTNEY - MTH 250G. X 6,MOTHERS - CHUTNEY,6
2941,MINT CHUTNEY - MTH 250G. X 6,MOTHERS - CHUTNEY,6
2920,TANDOORI PASTE - MTH 300G. X 6,MOTHERS - CULINARY PASTE,6
2961,ROGANJOSH PASTE - MTH 300G. X 6,MOTHERS - CULINARY PASTE,6
2962,TIKKA PASTE - MTH 300G. X 6,MOTHERS - CULINARY PASTE,6
2963,VINDALOO PASTE - MTH 300G. X 6,MOTHERS - CULINARY PASTE,6
3176,TAMARIND PASTE - MTH 320G. X 6,MOTHERS - CULINARY PASTE,6
2931,FRIED ONION - MTH 400G. X 24,MOTHERS - COOKING ESSENSIALS,24
2934,KASURI METHI - MTH 100G. X 48,MOTHERS - COOKING ESSENSIALS,48
3177,CHOLE MASALA - MTH 60G. X 8,MOTHERS - MASALA,8
3178,GARAM MASALA - MTH 50G. X 8,MOTHERS - MASALA,8
3179,PAV BHAJI  MASALA- MTH 75G. X 8,MOTHERS - MASALA,8
2921,MADRAS PAPPADUM - MTH 100G. X 100,MOTHERS - PAPAD,100
3180,JEERA PAPAD - MTH 200G. X 8,MOTHERS - PAPAD,8
2917,BENGAL CLUB MANGO CHUTNEY - MTH 340G. X 6,MOTHERS - PICKLE,6
2918,HOT MANGO CHUTNEY - MTH 340G. X 6,MOTHERS - PICKLE,6
2919,SWEET MANGO CHUTNEY - MTH 340G. X 6,MOTHERS - PICKLE,6
2929,STUFFED RED CHILI PICKLE - MTH 500G. X 6,MOTHERS - PICKLE,6
2943,MAHARASHTRA MANGO PICKLE - MTH 500G. X 6,MOTHERS - PICKLE,6
2945,ANDHRA AVAKAYA MANGO PICKLE - MTH 300G. X 6,MOTHERS - PICKLE,6
2948,ANDHRA GONGURA PICKLE - MTH 300G. X 6,MOTHERS - PICKLE,6
2949,ANDHRA GONGURA PICKLE WITH GARLIC - MTH 300G. X 6,MOTHERS - PICKLE,6
2953,GARLIC PICKLE (SIS) - MTH 300G. X 6,MOTHERS - PICKLE,6
2964,POHA - MTH 908G. X 12,MOTHERS - READY TO EAT,12
2965,HOT & SWEET SAUCE - MTH 500G. X 12,MOTHERS - SAUCE,12
2966,HOT GARLIC SAUCE - MTH 500G. X 12,MOTHERS - SAUCE,12
2967,SWEET CHILLI SAUCE - MTH 500G. X 12,MOTHERS - SAUCE,12
2612,PATANJALI BESAN (GRAM FLOUR) - PAT 1KG. X 12,PAT ATTA,12
2615,PATANJALI HING (ASAFETIDA) (BANDHANI) - PAT 25G. X 1,PAT HING,1
2616,RICE BRAN OIL [PHYSICALLY REFINED] (BOTTLE) - PAT 1KG. X 12,PAT EDABLE OIL,12
2617,MUSTARD OIL [FOR MASSAGE OIL (BOTTLE) - PAT 1KG. X 12,PAT EDABLE OIL,12
949,KESH KANTI- NATURAL HAIR CLENSER  - PAT 200ML. X 1,PAT SHAMPOO,1
2618,KESH KANTI HAIR CLEANSER (REETHA) - PAT 200G. X 1,PAT SHAMPOO,1
2781,PATANJALAI KESH KANTI HAIR CLEANSER - PAT 200ML. X 1,PAT SHAMPOO,1
953,PATANJALI HERBAL MEHANDI - PAT 100G. X 1,PAT MEHANDHI,1
2621,PATANJALI ALOEVERA GEL- PAT 150G. X 1,PAT FACE WASH,1
967,ALOEVERA SOAP - PAT 75G. X 1,PAT SOAPS,1
968,HALDI CHANDAN SOAP - PAT 75G. X 1,PAT SOAPS,1
3002,PATANJALI MOGRA BODY CLEANSER  PAT - 75G. X 1,PAT SOAPS,1
2783,PATANJALI HERBAL KAJAL PAT 3G. X 1,PAT KAJAL,1
2784,DIVYA BADAM ROGAN OIL - PAT 60G X 1,PAT HAIR OIL,1
2787,PATANJALI MULTANI MITTI(FULLER'S EARTH)BODY CLEANSER - PAT 75G. X 1,PAT SOAPS,1
3150,PATANJALI REJUVENATING TURMERIC SOAP - PAT 125G.X 1,PAT SOAPS,1
1469,PATANJALI DANT KANTI NATURAL POWER TOOTHPASTE - 150G. X 1,PAT TOOTH PASTE,1
2622,PATANJALI DANT KANTI ADVANCE POWER TOOTHPASTE - 150G. X 1,PAT TOOTH PASTE,1
3001,DANT KANT FRESH POWDER GEL - PAT 150G X 1,PAT TOOTH PASTE,1
2623,PATANJALI DANT KANTI SENSITIVE GEL TOOTHPASTE - 150G. X 1,PAT TOOTH PASTE,1
2627,PATANJALI DANT KANTI RED POWDER TOOTHPASTE - 150G. X 1,PAT TOOTH PASTE,1
2788,PATANJAL DANT KANTI KIDZ GEL TOOTH PASTE PAT- 150G. X 1,PAT TOOTH PASTE,1
3492,PATANJALI DANT KANTI FLOURIDE FREE TOOTHPASTE PAT - 100G. X 1,PAT TOOTH PASTE,1
2789,PATANJALI ALOE VER JUICE(PLAIN) - 1000ML. X 12,PAT DRINK N JUICE,1
2790,PATANJALI AMLA (INDIAN GOOSEBERRY) JUICE - 1000ML. X 12,PAT DRINK N JUICE,1
1516,PATANJALI GHEE  500 G,PATANJALI GHEE,1
1517,PATANJALI GHEE 1 KG,PATANJALI GHEE,1
3152,AASTHA AGARBATTI POOJA - PAT 20G. X 12,PAT AGAR BATHI,12
3153,AASTHA AGARBATTI LAVENDER - PAT 20G. X 12,PAT AGAR BATHI,12
3158,AASTHA AGARBATTI KASTURI - PAT 25G. X 24,PAT AGAR BATHI,24
3162,AASTHA CHANDAN TIKA - PAT 25G. X 12,PAT HOUSE HOLD,12
3163,AASTHA 25 GM CONE DHOOP - LOBAN - PAT X 24,PAT HOUSE HOLD,24
3164,AASTHA COTTON WICKS PLAIN - PAT 25G. X 1,PAT HOUSE HOLD,1
3165,AASTHA KALAWA - PAT  X 12,PAT HOUSE HOLD,12
2696,PIGEON INOX COOKER SS -PGN 5LTRS X 1,PIGEON - COOKER,1
2861,PIGEON INOX COOKER SS - PGN 3LTRS X 1,PIGEON - COOKER,1
3205,SUPER COOKER 5LTR OUT LID IB HA  - PGN X 1,PIGEON - COOKER,1
2694,PIGEON HANDY CHOPPER - IND X 1,PIGEON - GENERAL ,1
3203,HANDY CHOPPER L -650ML-M  - PGN X 1,PIGEON - GENERAL ,1
3173,PIGEON NON STICK MULTI TAWA 310 IND  -  X 1,PIGEON - GENERAL ,1
3191,NONSTICK CONCAVE TAWA280 - PGN X 1,PIGEON - GENERAL ,1
3200,STORM SERIES TAWA 280 IB - PGN X 1,PIGEON - GENERAL ,1
3201,STORM SERIES KADAI 200 IB - PGN X 1,PIGEON - GENERAL ,1
3202,STORM SERIES KADAI 300 IB - PGN X 1,PIGEON - GENERAL ,1
3193,NONSTICK KADAI300 - PGN X 1,PIGEON - GENERAL ,1
2697,PIGEON MIXER GRINDER ESPECIAL - IND X 1,PIGEON - GENERAL ,1
3171,PIGEON NON STICK FRY PAN 220 IND  -  X 1,PIGEON - PAN,1
3172,PIGEON STORM SERIES FRY PAN 260 IB IND  -  X 1,PIGEON - PAN,1
3219,PIGEON NON STICK FRY PAN 280 IND  -  X 1,PIGEON - PAN,1
3196,NON STICK GRAVY POT 6 LTR - PGN X 1,PIGEON - POT,1
3118,DIYA SMALL - 12 X 12,DIA,12
3119,DIYA LARGE - 15 X 12,DIA,15
3273,ROOH AFZA BOTTEL - 800ML X 12,ROOH AFZA_DRINKS,12
3068,ROYAL ELAICHI UNSWEETENED - RYL180G. X 4,RYL TEA POWDER,4
3070,ROYAL GINGER UNSWEETENED - RYL180G. X 4,RYL TEA POWDER,4
3072,ROYAL KARAK UNSWEETENED - RYL140G.X 4,RYL TEA POWDER,4
3074,ROYAL MASALA UNSWEETENED - RYL180G. X 4,RYL TEA POWDER,4
3080,ROYAL TURMERIC UNSWEETENED - RYL140G.X 4,RYL TEA POWDER,4
3081,ROYAL TURMERIC SWEETENED - RYL200G.X 4,RYL TEA POWDER,4
3501,ROYAL COFFEE MASALA UNSWEETENED - RYL 140G. X 5,ROYAL COFFEE,5
3274,WB PREMIUM LEAF TEA PET JAR - WB 1 KG. X 1 (6),WB TEA POWDER,1
3275,WB PREMIUM LEAF TEA PET JAR - WB 450G. X 1 (12),WB TEA POWDER,1
3342,WB PREMIUM LEAF TEA PET JAR - WB 225G. X 1,WB TEA POWDER,1
3276,WB MASALA TEA PET JAR - WB 250/300G. X 1 (20),WB TEA POWDER,1
3277, WB MASALA CHAI STAPLE FREE TEA BAGS - WB 200G. X 1 (16),WB TEA POWDER,1
3477,WB MASALA CHAI STAPLE FREE TEA BAGS - WB 200G. X 1 (16) OFFER,WB TEA POWDER,1
1499,WB GINGER TEA BAG - WB 200G. X 1,WB TEA POWDER,1
1500,WB CARDAMOM TEA BAGS - WB 200G. X 1,WB TEA POWDER,1
3478,WB PREMIUM STAPLE FREE TEA BAGS - WB 200G. X 1 (16) OFFER,WB TEA POWDER,1
3479,WB PREMIUM TEA BAGS CLASSIC- 40 TEA BAGS - WB 116G. X 1 OFFER,WB TEA POWDER,1
3480,WB PREMIUM TEA BAGS CLASSIC-80 TEA BAGS - WB 232G. X 1 OFFER,WB TEA POWDER,1
3279,WB PREMIUM TEA BAGS CLASSIC- 300 TEA BAGS - WB 870G. X 1,WB TEA POWDER,1
2733,WB JASMINE 25 TEA BAGS - WB 37.5G. X 1,WB TEA POWDER,1
2737,WB MASALA INSTANT PREMIX WITH EXTRACT OF TEA NDC - WB 140G. X 1,WB TEA POWDER,1
2738,WB GINGER INSTANT PREMIX WITH ETRACT OF TEA NDC - WB 140G. X 1,WB TEA POWDER,1
2739,WB CARDAMOM INSTANT PREMIX WITH EXTRACT OF TEA NDC - WB 140G. X 1,WB TEA POWDER,1
